0,13.568
0,0
3.064,13.568
13.146,7.6108
13.146,13.568
13.146,2.0954
13.146,7.6108
0,2.0954
0,13.568
0,3.064
0,3.064
9.7178,0
13.146,13.568
4.9969,13.568
14.872,0
4.5554,0
4.5554,0
4.5554,13.568
0,13.146
0,0
0,0
0,0
9.7178,14.872
2.0954,13.568
4.0241,3.3716
7.2879,6.9562
13.146,13.568
13.146,0
9.7178,0
9.7178,2.0954
3.7971,0.9748
2.0954,0.9748
11.067,3.7971
4.2062,11.656
3.7971,0
3.7971,11.656
11.067,0.9748
11.067,0.9748
11.067,3.7971
11.067,0.9748
9.5839,0.9748
9.5839,11.067
9.5839,11.067
9.5839,0.9748
3.7971,11.067
9.5839,0.9748
3.7971,11.656
0.9748,0.9748
9.5839,11.067
11.067,11.656
0.9748,0.9748
7.6378,11.656
7.6378,0.9748
7.6378,11.656
7.6378,11.067
8.8581,0.9748
5.2066,0.9748
5.2066,0.9748
5.2066,11.067
5.2066,11.067
6.663,8.6914
6.663,3.6698
6.663,3.6698
0,8.6914
3.6698,10.735
3.6698,10.735
3.6698,10.735
0,3.6698
6.663,3.064
3.6698,3.064
6.663,3.6698
4.2318,3.6698
6.663,0.9748
3.6698,0
0.9748,0
3.6698,0
3.6698,10.092
4.2318,10.092
10.092,0
10.092,10.092
3.6698,10.735
10.735,10.092
6.663,3.6698
6.663,10.735
4.2318,0.9748
4.2318,10.092
4.2318,3.064
0,10.735
4.2318,3.064
4.2318,3.6698
5.6997,5.6997
0,0.96333
0.9748,4.0241
0.9748,3.7941
0.9748,0.96333
6.9213,5.6997
3.2684,3.7941
5.6997,0.96333
5.6997,9.1287
5.6997,9.1287
0,9.1287
1.9381,1.9381
1.9381,0.96333
0.96333,11.656
1.9381,9.8344
3.2684,4.0241
1.9381,9.8344
1.9381,9.8344
1.9381,9.8344
1.9381,9.8344
1.9381,9.8344
5.6997,3.7941
6.9213,3.7941
1.9381,9.8344
3.2684,5.4309
1.9381,0.96333
0,4.0241
3.2684,3.7941
6.9213,4.0241
5.7943,9.8344
8.1539,8.1539
0,8.937
3.5093,8.1539
0,4.9969
3.5093,1.9381
5.9474,8.1539
3.5093,3.8281
3.5093,1.9381
0,8.937
3.5093,1.9381
0,1.9381
0.9748,1.9381
3.5093,4.1502
3.5093,4.7249
3.5093,2.2936
3.5093,1.9381
3.5093,0
3.5093,8.937
5.9474,8.937
3.5093,8.937
5.9474,8.1539
5.9474,8.937
5.9474,4.9969
3.5093,4.9969
5.9474,2.2936
0,8.937
3.5093,1.9381
3.5093,1.9381
5.9474,8.937
5.9474,4.9969
2.0643,7.9555
3.0276,7.9555
2.0643,4.0024
2.0643,3.0276
7.0644,4.0024
7.0644,6.0849
2.0643,3.0276
2.0643,7.9555
4.8595,6.0828
4.8595,6.0828
4.8595,7.0644
4.8595,3.0276
4.8595,4.0024
2.0643,7.9555
2.0643,6.0828
4.8595,6.0828
4.8595,3.0276
4.8595,1.2042
4.8595,1.2042
4.8595,7.9555
4.8595,6.0828
2.0643,4.0024
2.0643,6.0828
4.8595,3.0276
2.4198,3.0276
4.8595,3.0276
2.4198,3.0276
4.8595,3.0276
4.8595,3.0276
4.8595,7.0644
3.6581,6.9084
3.6581,5.8602
3.6581,6.9084
3.6581,4.2318
3.6581,5.2066
3.6581,6.9084
3.6581,4.2318
2.4313,5.2066
3.6581,5.2066
3.6581,5.2066
3.6581,4.2318
3.6581,5.2066
3.6581,2.2936
3.6581,4.2318
3.6581,5.2066
3.6581,4.2318
3.6581,2.2936
3.6581,0
3.6581,4.2318
3.6581,4.2318
3.6581,4.2318
3.6581,2.4313
3.6581,0
3.6581,6.9084
3.6581,0
3.6581,0
3.6581,6.9084
3.6581,5.8602
3.6581,4.2318
4.4021,4.2318
2.4481,6.5682
2.4481,4.6446
2.4481,4.6446
2.4481,7.3968
2.4481,5.4474
2.4481,5.4474
2.4481,8.5028
2.4481,6.5682
2.4481,5.9124
2.4481,4.6446
2.4481,4.6446
2.4481,3.5093
2.4481,6.5682
2.4481,4.6446
2.4481,1.2156
2.4481,1.2156
2.4481,5.9124
2.4481,5.9124
2.4481,4.6446
2.4481,4.6446
2.4481,4.6446
1.2156,5.9124
2.4481,5.4474
2.4481,5.4474
2.4481,4.6446
1.2156,5.9124
2.4481,4.4021
2.4481,1.2156
2.4481,1.2156
2.4481,5.9124
1.249,6.663
1.249,4.7249
1.249,4.7249
1.249,9.7178
0,7.6378
1.249,2.4313
1.249,2.4313
1.249,6.663
1.249,6.663
1.249,6.663
1.249,5.6997
1.249,5.0141
1.249,3.6354
1.249,2.4313
1.249,2.4313
1.249,9.7178
1.249,6.663
1.249,2.4313
1.249,3.6354
1.249,5.0141
1.249,3.429
1.249,2.4313
1.249,3.8659
1.249,9.7178
1.249,3.8659
1.249,3.8659
1.249,3.8659
1.249,5.0141
1.249,5.0141
1.249,3.8659
0,4.5235
0,7.8839
0,7.8839
0,2.2319
1.249,2.2319
6.9213,3.9565
6.9213,4.5235
4.5235,1.249
1.249,3.9565
1.249,4.5235
1.249,8.8581
0,3.6581
1.249,6.9213
1.249,6.9213
1.249,3.6581
1.249,3.6581
1.249,3.9565
1.249,6.9213
1.249,3.6581
1.249,3.9565
1.249,6.9213
1.249,3.9565
1.249,3.6581
0,3.6581
1.249,3.9565
1.249,4.5235
1.249,7.8839
0,3.9565
1.249,3.9565
1.249,4.5235
0,3.6583
8.1539,3.6583
10.092,3.6583
0,3.6583
0,3.6583
0,3.6583
9.1287,7.2479
0,0
0,3.6583
0,3.6583
0,3.6583
0,3.6583
9.1287,3.6583
13.146,3.6583
0,3.6583
0,3.6583
9.1287,3.6583
8.1539,3.6583
0,4.2856
0,4.2856
0,3.6583
0,4.2856
0,4.2856
8.1539,3.6583
8.1539,3.6583
8.1539,3.6583
0,3.6583
0,3.6583
0,3.6583
0,4.2856
0,13.642
13.143,13.143
13.143,13.143
13.143,13.143
13.143,4.2062
3.0506,13.143
3.0506,13.143
13.143,4.7194
3.0506,13.143
13.143,4.2062
13.143,4.7633
13.143,4.7633
13.143,13.143
13.143,4.7633
13.624,4.7194
13.143,4.7194
13.143,13.143
13.143,13.143
13.143,13.143
13.143,13.143
14.84,13.143
13.143,13.143
13.143,13.143
13.143,13.143
4.7194,13.624
