1.2955e+12,603.48,781.35,81
1.2955e+12,603.48,781.35,81
1.2955e+12,604.33,781.35,81
1.2955e+12,603.66,781.35,81
1.2955e+12,603.48,781.35,81
1.2955e+12,582.75,781.35,81
1.2955e+12,562.02,781.35,81
1.2955e+12,541.28,781.35,81
1.2955e+12,520.6,891.83,77
1.2955e+12,520.6,891.83,77
1.2955e+12,520.6,891.83,77
1.2955e+12,499.87,891.83,77
1.2955e+12,299.43,822.8,94
1.2955e+12,299.43,822.8,94
1.2955e+12,299.43,822.8,94
1.2955e+12,299.43,817.84,94
1.2955e+12,299.43,816.79,94
1.2955e+12,299.43,817.35,94
1.2955e+12,299.43,823.17,94
1.2955e+12,299.43,832.78,75
1.2955e+12,299.42,812.07,94
1.2955e+12,325.1,781.37,94
1.2955e+12,299.42,811.41,94
1.2955e+12,278.7,781.37,94
1.2955e+12,268.57,781.37,94
1.2955e+12,262.43,781.37,94
1.2955e+12,259.99,781.37,94
1.2955e+12,256.48,781.37,94
1.2955e+12,252.88,781.37,94
1.2955e+12,312.29,781.37,94
1.2955e+12,332.19,781.37,94
1.2955e+12,333.04,781.37,94
1.2955e+12,329.8,781.37,94
1.2955e+12,291.72,781.37,94
1.2955e+12,281.17,781.37,94
1.2955e+12,273.4,781.37,94
1.2955e+12,268.43,781.37,94
1.2955e+12,270.88,781.37,94
1.2955e+12,269.6,781.37,94
1.2955e+12,280.31,781.37,94
1.2955e+12,292.64,781.37,94
1.2955e+12,295.1,781.37,94
1.2955e+12,296.63,781.37,94
1.2955e+12,297.62,781.37,94
1.2955e+12,308.08,781.37,94
1.2955e+12,326.78,781.37,94
1.2955e+12,338.52,781.36,94
1.2955e+12,345.59,781.36,80
1.2955e+12,345.35,781.36,80
1.2955e+12,342.67,781.36,0
1.2955e+12,338.65,781.36,94
1.2955e+12,330.04,781.37,94
1.2955e+12,320.02,781.37,94
1.2955e+12,318.21,781.37,94
1.2955e+12,320.44,781.37,94
1.2955e+12,328.36,781.37,94
1.2955e+12,334.26,781.37,94
1.2955e+12,335.67,781.37,94
1.2955e+12,336.91,781.36,94
1.2955e+12,334.85,781.37,94
1.2955e+12,329.31,781.37,94
1.2955e+12,320.87,781.37,94
1.2955e+12,321.03,781.37,94
1.2955e+12,320.54,781.37,94
1.2955e+12,325.6,781.37,94
1.2955e+12,330.69,781.37,94
1.2955e+12,337.6,781.36,94
1.2955e+12,342.75,781.36,0
1.2955e+12,345.15,781.36,80
1.2955e+12,347.36,781.36,80
1.2955e+12,349.44,781.36,80
1.2955e+12,352.58,781.36,80
1.2955e+12,369.98,781.36,80
1.2955e+12,374.89,781.36,80
1.2955e+12,376.02,781.36,80
1.2955e+12,392.61,781.36,80
1.2955e+12,408.05,781.36,80
1.2955e+12,418.92,781.36,80
1.2955e+12,427.83,781.36,80
1.2955e+12,433.27,781.36,80
1.2955e+12,442.05,781.36,80
1.2955e+12,459.14,781.36,80
1.2955e+12,486.64,781.35,80
1.2955e+12,516.2,781.35,81
1.2955e+12,539.72,781.35,81
1.2955e+12,562.4,781.35,81
1.2955e+12,622.16,781.35,81
1.2955e+12,654.59,781.34,82
1.2955e+12,664.3,781.34,82
1.2955e+12,680.22,781.34,82
1.2955e+12,683.37,781.34,82
1.2955e+12,712.13,781.34,82
1.2955e+12,724.1,781.34,82
1.2955e+12,731.29,781.34,82
1.2955e+12,738.88,781.34,82
1.2955e+12,744.45,781.34,82
1.2955e+12,748.95,781.34,82
1.2955e+12,750.3,781.34,82
1.2955e+12,672.59,781.34,82
1.2955e+12,672.59,781.34,82
1.2955e+12,672.59,781.34,82
1.2955e+12,672.59,781.34,82
1.2955e+12,672.59,781.34,82
1.2955e+12,727.87,781.34,82
1.2955e+12,721.6,781.34,82
1.2955e+12,716.92,781.34,82
1.2955e+12,725.62,781.34,82
1.2955e+12,734.12,781.34,82
1.2955e+12,747.09,781.34,82
1.2955e+12,755.51,781.34,82
1.2955e+12,769.34,781.34,82
1.2955e+12,769.34,781.34,82
1.2955e+12,769.34,781.34,82
1.2955e+12,769.34,781.34,82
1.2955e+12,746.22,781.34,82
1.2955e+12,737.29,781.34,82
1.2955e+12,732.43,781.34,82
1.2955e+12,327.1,891.84,75
1.2955e+12,327.1,891.84,75
1.2955e+12,360.01,891.84,76
1.2955e+12,326.37,781.37,94
1.2955e+12,326.41,781.37,94
1.2955e+12,324.85,781.37,94
1.2955e+12,317.84,781.37,94
1.2955e+12,306.06,781.37,94
1.2955e+12,302.97,781.37,94
1.2955e+12,315.37,781.37,94
1.2955e+12,324.46,781.37,94
1.2955e+12,326.16,781.37,94
1.2955e+12,329.55,781.37,94
1.2955e+12,330.9,781.37,94
1.2955e+12,326.34,781.37,94
1.2955e+12,322.58,781.37,94
1.2955e+12,307.49,781.37,94
1.2955e+12,319.08,781.37,94
1.2955e+12,299.42,797.59,94
1.2955e+12,299.42,811.96,94
1.2955e+12,299.43,833.19,75
1.2955e+12,299.44,847.28,75
1.2955e+12,299.44,850.18,75
1.2955e+12,299.45,863.03,75
1.2955e+12,299.45,876.77,75
1.2955e+12,299.45,878,75
1.2955e+12,312.81,891.84,75
1.2955e+12,313.09,891.84,75
1.2955e+12,299.47,916.55,75
1.2955e+12,347.56,974.69,68
1.2955e+12,335.36,974.69,67
1.2955e+12,328.59,974.69,67
1.2955e+12,299.51,1011,67
1.2955e+12,299.52,1036.6,59
1.2955e+12,299.52,1043.1,59
1.2955e+12,299.53,1056.7,59
1.2955e+12,326.94,1085.2,59
1.2955e+12,313.39,1085.2,59
1.2955e+12,299.55,1111.8,59
1.2955e+12,299.56,1112.7,59
1.2955e+12,299.56,1132.7,59
1.2955e+12,299.57,1149.9,51
1.2955e+12,299.57,1153.1,51
1.2955e+12,299.57,1153.9,51
1.2955e+12,299.57,1154.1,51
1.2955e+12,299.61,1242.7,44
1.2955e+12,326.3,1278.5,44
1.2955e+12,327.17,1278.5,44
1.2955e+12,327.09,1278.5,44
