10.188795,56.172227,1289920849.000000
10.188795,56.172227,1289920850.000000
10.188795,56.172227,1289920851.000000
10.188795,56.172227,1289920852.000000
10.188795,56.172227,1289920853.000000
10.188800,56.172232,1289920854.000000
10.188800,56.172232,1289920855.000000
10.188800,56.172232,1289920856.000000
10.188800,56.172232,1289920857.000000
10.188800,56.172232,1289920858.000000
10.188800,56.172232,1289920859.000000
10.188800,56.172232,1289920860.000000
10.188800,56.172232,1289920861.000000
10.188800,56.172232,1289920862.000000
10.188800,56.172232,1289920863.000000
10.188800,56.172232,1289920864.000000
10.188800,56.172232,1289920865.000000
10.188800,56.172232,1289920866.000000
10.188800,56.172232,1289920867.000000
10.188800,56.172232,1289920868.000000
10.188800,56.172232,1289920869.000000
10.188800,56.172232,1289920870.000000
10.188800,56.172232,1289920871.000000
10.188800,56.172232,1289920872.000000
10.188800,56.172232,1289920873.000000
10.188800,56.172232,1289920874.000000
10.188800,56.172232,1289920875.000000
10.188800,56.172232,1289920876.000000
10.188800,56.172232,1289920877.000000
10.188800,56.172232,1289920878.000000
10.188800,56.172232,1289920879.000000
10.188800,56.172232,1289920880.000000
10.188800,56.172232,1289920881.000000
10.188800,56.172232,1289920882.000000
10.188800,56.172232,1289920883.000000
10.188800,56.172232,1289920884.000000
10.188800,56.172232,1289920885.000000
10.188800,56.172232,1289920886.000000
10.188800,56.172232,1289920887.000000
10.188800,56.172232,1289920888.000000
10.188800,56.172232,1289920889.000000
10.188800,56.172232,1289920890.000000
10.188800,56.172232,1289920891.000000
10.188800,56.172232,1289920892.000000
10.188800,56.172232,1289920893.000000
10.188800,56.172232,1289920894.000000
10.188800,56.172232,1289920895.000000
10.188800,56.172232,1289920896.000000
10.188800,56.172232,1289920897.000000
10.188800,56.172232,1289920898.000000
10.188800,56.172232,1289920899.000000
10.188800,56.172232,1289920900.000000
10.188784,56.172270,1289920901.000000
10.188784,56.172280,1289920902.000000
10.188779,56.172291,1289920903.000000
10.188763,56.172323,1289920904.000000
10.188741,56.172339,1289920905.000000
10.188746,56.172345,1289920906.000000
10.188752,56.172361,1289920907.000000
10.188746,56.172366,1289920908.000000
10.188746,56.172377,1289920909.000000
10.188741,56.172388,1289920910.000000
10.188746,56.172393,1289920911.000000
10.188741,56.172409,1289920912.000000
10.188736,56.172414,1289920913.000000
10.188736,56.172414,1289920914.000000
10.188741,56.172414,1289920915.000000
10.188746,56.172414,1289920916.000000
10.188746,56.172414,1289920917.000000
10.188746,56.172414,1289920918.000000
10.188746,56.172414,1289920919.000000
10.188752,56.172409,1289920920.000000
10.188752,56.172409,1289920921.000000
10.188752,56.172409,1289920922.000000
10.188752,56.172409,1289920923.000000
10.188746,56.172409,1289920924.000000
10.188746,56.172409,1289920925.000000
10.188746,56.172409,1289920926.000000
10.188746,56.172409,1289920927.000000
10.188746,56.172409,1289920928.000000
10.188746,56.172409,1289920929.000000
10.188746,56.172409,1289920930.000000
10.188746,56.172409,1289920931.000000
10.188746,56.172409,1289920932.000000
10.188746,56.172409,1289920933.000000
10.188746,56.172409,1289920934.000000
10.188746,56.172409,1289920935.000000
10.188746,56.172409,1289920936.000000
10.188746,56.172409,1289920937.000000
10.188746,56.172404,1289920938.000000
10.188746,56.172404,1289920939.000000
10.188746,56.172404,1289920940.000000
10.188746,56.172404,1289920941.000000
10.188746,56.172398,1289920942.000000
10.188746,56.172398,1289920943.000000
10.188746,56.172404,1289920944.000000
10.188746,56.172404,1289920945.000000
10.188746,56.172398,1289920946.000000
10.188752,56.172404,1289920947.000000
10.188746,56.172398,1289920948.000000
10.188746,56.172398,1289920949.000000
10.188746,56.172398,1289920950.000000
10.188752,56.172398,1289920951.000000
10.188752,56.172398,1289920952.000000
10.188746,56.172393,1289920953.000000
10.188741,56.172388,1289920954.000000
10.188741,56.172388,1289920955.000000
10.188741,56.172388,1289920956.000000
10.188741,56.172388,1289920957.000000
10.188741,56.172388,1289920958.000000
10.188741,56.172388,1289920959.000000
10.188741,56.172388,1289920960.000000
10.188746,56.172388,1289920961.000000
10.188746,56.172388,1289920962.000000
10.188746,56.172388,1289920963.000000
10.188746,56.172388,1289920964.000000
10.188746,56.172388,1289920965.000000
10.188746,56.172388,1289920966.000000
10.188746,56.172388,1289920967.000000
10.188746,56.172388,1289920968.000000
10.188746,56.172388,1289920969.000000
10.188746,56.172388,1289920970.000000
10.188746,56.172388,1289920971.000000
10.188746,56.172388,1289920972.000000
10.188746,56.172388,1289920973.000000
10.188746,56.172388,1289920974.000000
10.188746,56.172388,1289920975.000000
10.188746,56.172388,1289920976.000000
10.188746,56.172388,1289920977.000000
10.188746,56.172388,1289920978.000000
10.188746,56.172388,1289920979.000000
10.188746,56.172388,1289920980.000000
10.188752,56.172388,1289920981.000000
10.188752,56.172388,1289920982.000000
10.188752,56.172388,1289920983.000000
10.188752,56.172388,1289920984.000000
10.188752,56.172388,1289920985.000000
10.188752,56.172388,1289920986.000000
10.188752,56.172388,1289920987.000000
10.188752,56.172388,1289920988.000000
10.188752,56.172388,1289920989.000000
10.188752,56.172388,1289920990.000000
10.188752,56.172388,1289920991.000000
10.188752,56.172388,1289920992.000000
10.188752,56.172388,1289920993.000000
10.188752,56.172382,1289920994.000000
10.188752,56.172382,1289920995.000000
10.188752,56.172382,1289920996.000000
10.188757,56.172382,1289920997.000000
10.188757,56.172382,1289920998.000000
10.188757,56.172382,1289920999.000000
10.188757,56.172382,1289921000.000000
10.188757,56.172382,1289921001.000000
10.188757,56.172382,1289921002.000000
10.188757,56.172382,1289921003.000000
10.188757,56.172382,1289921004.000000
10.188757,56.172382,1289921005.000000
10.188757,56.172382,1289921006.000000
10.188757,56.172382,1289921007.000000
10.188757,56.172382,1289921008.000000
10.188757,56.172382,1289921009.000000
10.188757,56.172382,1289921010.000000
10.188757,56.172382,1289921011.000000
10.188757,56.172382,1289921012.000000
10.188763,56.172382,1289921013.000000
10.188763,56.172382,1289921014.000000
10.188763,56.172382,1289921015.000000
10.188763,56.172382,1289921016.000000
10.188763,56.172382,1289921017.000000
10.188763,56.172382,1289921018.000000
10.188763,56.172382,1289921019.000000
10.188763,56.172382,1289921020.000000
10.188763,56.172382,1289921021.000000
10.188763,56.172382,1289921022.000000
10.188763,56.172382,1289921023.000000
10.188763,56.172382,1289921024.000000
10.188763,56.172382,1289921025.000000
10.188763,56.172382,1289921026.000000
10.188763,56.172382,1289921027.000000
10.188763,56.172382,1289921028.000000
10.188763,56.172382,1289921029.000000
10.188763,56.172382,1289921030.000000
10.188763,56.172382,1289921031.000000
10.188763,56.172382,1289921032.000000
10.188763,56.172382,1289921033.000000
10.188763,56.172382,1289921034.000000
10.188763,56.172382,1289921035.000000
10.188763,56.172382,1289921036.000000
10.188763,56.172382,1289921037.000000
10.188763,56.172382,1289921038.000000
10.188763,56.172382,1289921039.000000
10.188763,56.172382,1289921040.000000
10.188763,56.172382,1289921041.000000
10.188763,56.172382,1289921042.000000
10.188763,56.172382,1289921043.000000
10.188763,56.172382,1289921044.000000
10.188763,56.172382,1289921045.000000
10.188763,56.172382,1289921046.000000
10.188763,56.172382,1289921047.000000
10.188763,56.172382,1289921048.000000
10.188763,56.172382,1289921049.000000
10.188763,56.172382,1289921050.000000
10.188763,56.172382,1289921051.000000
10.188763,56.172382,1289921052.000000
10.188763,56.172382,1289921053.000000
10.188763,56.172382,1289921054.000000
10.188763,56.172382,1289921055.000000
10.188763,56.172382,1289921056.000000
10.188763,56.172382,1289921057.000000
10.188763,56.172382,1289921058.000000
10.188768,56.172382,1289921059.000000
10.188768,56.172382,1289921060.000000
10.188768,56.172382,1289921061.000000
10.188768,56.172382,1289921062.000000
10.188768,56.172382,1289921063.000000
10.188768,56.172382,1289921064.000000
10.188768,56.172377,1289921065.000000
10.188768,56.172377,1289921066.000000
10.188768,56.172377,1289921067.000000
10.188768,56.172377,1289921068.000000
10.188768,56.172377,1289921069.000000
10.188768,56.172377,1289921070.000000
10.188768,56.172377,1289921071.000000
10.188752,56.172372,1289921072.000000
10.188773,56.172334,1289921073.000000
10.188789,56.172345,1289921074.000000
10.188800,56.172345,1289921075.000000
10.188800,56.172345,1289921076.000000
10.188805,56.172355,1289921077.000000
10.188795,56.172372,1289921078.000000
10.188768,56.172377,1289921079.000000
10.188752,56.172382,1289921080.000000
10.188730,56.172382,1289921081.000000
10.188720,56.172398,1289921082.000000
10.188698,56.172414,1289921083.000000
10.188666,56.172441,1289921084.000000
10.188602,56.172463,1289921085.000000
10.188548,56.172490,1289921086.000000
10.188505,56.172506,1289921087.000000
10.188457,56.172511,1289921088.000000
10.188419,56.172516,1289921089.000000
10.188376,56.172522,1289921090.000000
10.188323,56.172527,1289921091.000000
10.188274,56.172538,1289921092.000000
10.188242,56.172554,1289921093.000000
10.188215,56.172586,1289921094.000000
10.188194,56.172618,1289921095.000000
10.188178,56.172650,1289921096.000000
10.188172,56.172683,1289921097.000000
10.188231,56.172752,1289921098.000000
10.188269,56.172801,1289921099.000000
10.188312,56.172860,1289921100.000000
10.188323,56.172908,1289921101.000000
10.188339,56.172945,1289921102.000000
10.188355,56.173005,1289921103.000000
10.188387,56.173058,1289921104.000000
10.188419,56.173117,1289921105.000000
10.188441,56.173165,1289921106.000000
10.188457,56.173214,1289921107.000000
10.188489,56.173257,1289921108.000000
10.188505,56.173305,1289921109.000000
10.188521,56.173353,1289921110.000000
10.188532,56.173407,1289921111.000000
10.188537,56.173466,1289921112.000000
10.188553,56.173519,1289921113.000000
10.188564,56.173568,1289921114.000000
10.188596,56.173605,1289921115.000000
10.188628,56.173616,1289921116.000000
10.188645,56.173638,1289921117.000000
10.188639,56.173654,1289921118.000000
10.188639,56.173659,1289921119.000000
10.188639,56.173670,1289921120.000000
10.188650,56.173670,1289921121.000000
10.188655,56.173675,1289921122.000000
10.188666,56.173686,1289921123.000000
10.188677,56.173702,1289921124.000000
10.188682,56.173723,1289921125.000000
10.188650,56.173756,1289921126.000000
10.188623,56.173772,1289921127.000000
10.188548,56.173788,1289921128.000000
10.188489,56.173809,1289921129.000000
10.188430,56.173825,1289921130.000000
10.188371,56.173836,1289921131.000000
10.188301,56.173847,1289921132.000000
10.188242,56.173857,1289921133.000000
10.188178,56.173868,1289921134.000000
10.188108,56.173884,1289921135.000000
10.188044,56.173895,1289921136.000000
10.187979,56.173906,1289921137.000000
10.187899,56.173922,1289921138.000000
10.187824,56.173933,1289921139.000000
10.187759,56.173943,1289921140.000000
10.187684,56.173954,1289921141.000000
10.187604,56.173965,1289921142.000000
10.187529,56.173981,1289921143.000000
10.187459,56.173992,1289921144.000000
10.187389,56.174002,1289921145.000000
10.187309,56.174018,1289921146.000000
10.187234,56.174024,1289921147.000000
10.187159,56.174040,1289921148.000000
10.187083,56.174051,1289921149.000000
10.187003,56.174061,1289921150.000000
10.186928,56.174072,1289921151.000000
10.186858,56.174088,1289921152.000000
10.186788,56.174104,1289921153.000000
10.186708,56.174115,1289921154.000000
10.186628,56.174131,1289921155.000000
10.186547,56.174147,1289921156.000000
10.186477,56.174152,1289921157.000000
10.186397,56.174169,1289921158.000000
10.186316,56.174185,1289921159.000000
10.186241,56.174201,1289921160.000000
10.186161,56.174212,1289921161.000000
10.186091,56.174222,1289921162.000000
10.186021,56.174233,1289921163.000000
10.185952,56.174244,1289921164.000000
10.185882,56.174254,1289921165.000000
10.185828,56.174271,1289921166.000000
10.185785,56.174292,1289921167.000000
10.185758,56.174313,1289921168.000000
10.185775,56.174346,1289921169.000000
10.185791,56.174378,1289921170.000000
10.185807,56.174410,1289921171.000000
10.185817,56.174448,1289921172.000000
10.185828,56.174485,1289921173.000000
10.185834,56.174523,1289921174.000000
10.185844,56.174560,1289921175.000000
10.185855,56.174592,1289921176.000000
10.185882,56.174630,1289921177.000000
10.185914,56.174678,1289921178.000000
10.185935,56.174716,1289921179.000000
10.185952,56.174753,1289921180.000000
10.185973,56.174796,1289921181.000000
10.185984,56.174834,1289921182.000000
10.185995,56.174871,1289921183.000000
10.186011,56.174909,1289921184.000000
10.186021,56.174946,1289921185.000000
10.186037,56.174979,1289921186.000000
10.186048,56.175011,1289921187.000000
10.186070,56.175048,1289921188.000000
10.186075,56.175086,1289921189.000000
10.186091,56.175118,1289921190.000000
10.186102,56.175156,1289921191.000000
10.186118,56.175199,1289921192.000000
10.186118,56.175236,1289921193.000000
10.186129,56.175274,1289921194.000000
10.186150,56.175311,1289921195.000000
10.186172,56.175349,1289921196.000000
